,tweet,sentiment
1840,@BarackObama  You did AWESOME!!!!!!!!!  #debate08,positive
1841,"""""""I agree with Sen. McCain"""" should be the line of the night #debate08 #current""",positive
1842,Yep. Still voting for Obama/Biden. #current,positive
1843,"""#current #debate08 Barr:""""It is important to maintain landing rights, overflight agreements, so when a problem does come up that we""""""",positive
1844,"""BINGO Obama just showed this country what diplomacy looks like, it's been a long time. ITA - we are used to short snide remarks #debate08""",positive
1845,"""#debate08 and mccain wins...more experience where it counts, more specific across the board. looking forward to palin-biden.""",positive
1846,"""McCain sez Obama not fit/ready to be prez, but Obama just went toe to toe with him with substantive answers; a + for Obama #tweetdebate""",positive
1847,"""RT @alexashrugged """"I agree with Sen. McCain"""" should be the line of the night #debate08 #current""",positive
1848,McCain definitely won. #current #debate08,positive
1849,"""Oh, how I cannot wait to watch the VP debate coming soon - that should be a fun night...#current""",positive
1850,"""@hnoftall not according to cbs's polling of undecided voters, who went strongly for obama. #debate08""",positive
1851,#debate08 #current Juan Williams - Obama on the offensive.  Obama wins on economics and McCain on foreign policy.,positive
1852,Would love to be working the 'spin room' tonight. McCain was on and was forceful without looking like a jerk. #debateok08 #debate08,positive
1853,interesting debate...who is going to take the election? #debate08,positive
1854,"""McCain looked the most presidential, that's for sure.  #debate08""",positive
1855,@MandianaJones - yes it was very obvious.,positive
1856,"""#debate08 I liked McCain's use of historical context. Obama probably avoided that because when he says it, it's professorial.""",positive
1857,End result -- both McCain and Obama appealed to their base. McCain was warrior like and Obama was Presidential  #debate08 Goodnight All,positive
1858,Going walking with @MisterRob now. Thanks #debate08 #tweetdebate http://election.twitter.com I enjoyed to commentary.,positive
1859,#current - I think McCain won even though I'm still voting for Obama,positive
1860,"""@BarackObama I don't care what McCain says, I think you understand. ;) #debate08""",positive
1861,McCain/Palin 2008! #current #debate08,positive
1862,To watch what people said while the candidates were talking made it able to keep the attention better #current #debate08,positive
1863,@current Good job with the debate! It was interesting to see what everyone was saying. #current,positive
1864,"""#debate08 So whiie I feel that Obama could have fought back against the McC lies more, but overall I truly believe that Obama won tonight.""",positive
1865,#debate08 @pamelalyn -- very cogent point.,positive
1866,Fact that an African American candidate went to Mississippi for a pres. debate & it was a non-issue speaks to how far we've come #current,positive
1867,"""@davidweiner Yes.  Uppercuts!  That's what I want in a debate.  Not condescending, patronizing namecalling taken like a gent.""",positive
1868,THREE CHEERS FOR TWITTER! STAYING ALIVE DURING THE DEBATE! #debate08 #tweetdebate #current,positive
1869,"""A great debate for America, now back to the work to get credit markets back to healthy without creating more frivolous spending #debate08""",positive
1870,I think McCain was very strong and won this debate #debate08,positive
1871,"""#current wow-ABC is doing a """"fact check"""" of the debate. Great idea. They should post all their lookups online.""",positive
1872,"""obama said """"I agree with john"""" at least 8 times, fox news is reporting #debate08""",positive
1873,"""#current Guillliani: """"McCain gave Obama a lesson in foriegn policy."""" Those spin-meister work fast!""",positive
1874,"""""""would you like to have tea?"""" +5 for obama for being a smart a** #tweetdebate""",positive
1875,That was fun. #current and #debate08 completely changes this debate season.,positive
1876,#debate08 I think the thing that most came out of this is that Obama looked more presidential,positive
1877,#debate08  mccain = yesterday's man!,positive
1878,"""Friends at the debate party tonight think that McCain hammering on earmarks/spending was great. """"That's why we lost in 2006."""" #debate08""",positive
1879,The spin room is getting dizzy #debateok08 #debate08,positive
1880,"""name dropping not a bad thing , mccain #current #debate08""",positive
1881,#debate08 The speed of these campaigns is amazing: http://tinyurl.com/43n74w,positive
1882,McCain regained the week #current #debate08,positive
1883,"""#debate08 the """"I agree with John"""" points are going to be hammered by Fox News and the GOP, but look at them in context......""",positive
1884,New campaign ad with debate footage: McCain Is Right. http://is.gd/3chN  #debate08 #current (h/t @kevinbinversie),positive
1885,so much fun watching debate on #Current with tweets.  loved it!,positive
1886,Go Obama! I think he's doing well so far. #debate08,positive
1887,"""#winner #current Where Obama made strides is in sounding and feeling credible and Presidential, which many people haven't seen.""",positive
1888,"""""""John is right"""" Obama's defining phrase #current #debate08""",positive
1889,@joberdorf Obama supports veterans more than McCain does. Obama at least favored the new GI Bill! #debate08,positive
1890,74.6% said obama won the debate on msnbc poll: http://tinyurl.com/3frb5c #debate08 #tweetdebate,positive
1891,"""#debate08 Obama will restore America's pride and global image, but McCain is the better candidate.""",positive
1892,@msblog that was pretty awesme #debate08,positive
1893,#Current + Twitter was great way to watch the debate. If only Daily Show and Colbert were about to air to really put it all in perspective.,positive
1894,was pleasantly surprised by the first #debate08.  Moderator actually let them go after each other.,positive
1895,"""WOW - McCain already has an """"I agree with Sen. McCain"""" ad!  SWEET http://tinyurl.com/43n74w #debate08 #current""",positive
1896,"""I like the CNN analysis tonight, and not for a partisan reason, but because they have some good peeps who mostly know their shiz #debate08""",positive
1897,"""#current McCain is old, Obama is new, time for a change""",positive
1898,@orbitaldiamonds Lucky. I'll be here drinking lots of tea.,positive
1899,@NewsHour Jim did great! #debate08,positive
1900,currently 75.2% said obama won the debate on msnbc poll: http://tinyurl.com/3frb5c #debate08,positive
1901,"""@BarbaraKB yeah @current is doing some awesome things mashing up tv with social media, really wish we had them.""",positive
1902,No one hit the mat. #tweetdebate,positive
1903,@davidweiner Obama was the gent.,positive
1904,@martinbowling mccain has a hard time suffering fools #tweetdebate,positive
1905,"""Wow, really good debate - I can't decide who actually won (if either), but Obama did a great job with """"McCain's strong suit"""" #debate08""",positive
1906,"""#current i think the 'mcC is right on...' by O is a good thing in itself, ofcourse each candidate has good points. not tactical, but true.""",positive
1907,Great to see so many people engaged in the debates and election; regardless of party affiliation or candidate of choice.  #current,positive
1908,"""I think saying, """"John is correct about..."""" along with """"John, that's just not true."""" worked.  Obama seemed like the one in charge. #current""",positive
1909,"""#debate08 @JohnMcCain has 954 Twitter Followers. @BarackObama has 86,312. Looks like @BarackObama won Twitter by a landslide.""",positive
1910,think I'm gonna watch the rest of the debate on the Beeb. need some better commentary #debate08,positive
1911,"""rt @alexashrugged    [Argh - ZT] WOW - McCain already has an """"I agree with Sen. McCain"""" ad! SWEET http://tinyurl.com/43n74w #current""",positive
1912,"""McCain nailed it in a few spots, but overall, Obama handled himself far better than McCain. #debate08""",positive
1913,"""@alexashrugged  WOW - McCain already has an """"I agree with Sen. McCain"""" ad! SWEET http://tinyurl.com/43n74w #debate08 #current""",positive
1914,Both held there own.  Interested to see what happens next week.  Uncommitted voters statistics are interesting. #current,positive
1915,McCain Debate Central webpage has some good rapid response info on it. http://is.gd/3ciC #debate08 #current,positive
1916,@lindagoin I was happy with Obama's performance.  I expected him to seem more uncomfortable but I felt that he had control of the tone.,positive
1917,McCain cruises to easy win in 1st debate #current,positive
1918,Thought Lehrer was good - a few simple interventions and stayed out the way #debate08,positive
1919,I thought Obama laughing at McCain's wilder statements was effective and seemed natural. #current,positive
1920,Obam won the debate #current,positive
1921,"""""""1am Rachel Maddow LIVE on MSNBC TV #current""""""",positive
1922,if @fakeobama agreed with me any more i think i'd be able to count on his vote this november #tweetdebate,positive
